District,Disctrict Id
Balod,110
Baloda bazar,111
Balrampur,112
Bastar,113
Bemetara,114
Bijapur,115
Bilaspur,116
Dantewada,117
Dhamtari,118
Durg,119
Gariaband,120
Gaurela Pendra Marwahi ,136
Janjgir-Champa,121
Jashpur,122
Kanker,123
Kawardha,135
Kondagaon,124
Korba,125
Koriya,126
Mahasamund,127
Mungeli,128
Narayanpur,129
Raigarh,130
Raipur,109
Rajnandgaon,131
Sukma,132
Surajpur,133
Surguja,134
