District,Disctrict Id
Ahmednagar,391
Akola,364
Amravati,366
Aurangabad ,397
Beed,384
Bhandara,370
Buldhana,367
Chandrapur,380
Dhule,388
Gadchiroli,379
Gondia,378
Hingoli,386
Jalgaon,390
Jalna,396
Kolhapur,371
Latur,383
Mumbai,395
Nagpur,365
Nanded,382
Nandurbar,387
Nashik,389
Osmanabad,381
Palghar,394
Parbhani,385
Pune,363
Raigad,393
Ratnagiri,372
Sangli,373
Satara,376
Sindhudurg,374
Solapur,375
Thane,392
Wardha,377
Washim,369
Yavatmal,368
