District,Disctrict Id
Anantnag,224
Bandipore,223
Baramulla,225
Budgam,229
Doda,232
Ganderbal,228
Jammu,230
Kathua,234
Kishtwar,231
Kulgam,221
Kupwara,226
Poonch,238
Pulwama,227
Rajouri,237
Ramban,235
Reasi,239
Samba,236
Shopian,222
Srinagar,220
Udhampur,233
