District,Disctrict Id
Bishnupur,398
Chandel,399
Churachandpur,400
Imphal East,401
Imphal West,402
Jiribam,410
Kakching,413
Kamjong,409
Kangpokpi,408
Noney,412
Pherzawl,411
Senapati,403
Tamenglong,404
Tengnoupal,407
Thoubal,405
Ukhrul,406
