District,Disctrict Id
Ambala,193
Bhiwani,200
Charkhi Dadri,201
Faridabad,199
Fatehabad,196
Gurgaon,188
Hisar,191
Jhajjar,189
Jind,204
Kaithal,190
Karnal,203
Kurukshetra,186
Mahendragarh,206
Nuh,205
Palwal,207
Panchkula,187
Panipat,195
Rewari,202
Rohtak,192
Sirsa,194
Sonipat,198
Yamunanagar,197
