District,Disctrict Id
Alappuzha,301
Ernakulam,307
Idukki,306
Kannur,297
Kasaragod,295
Kollam,298
Kottayam,304
Kozhikode,305
Malappuram,302
Palakkad,308
Pathanamthitta,300
Thiruvananthapuram,296
Thrissur,303
Wayanad,299
